0,3,169,5.0,Pretty good!,2018-12-01 21:09:01
1,6,57,9.0,Pretty good!,2018-12-01 21:09:01
2,47,177,9.0,Pretty good!,2018-12-01 21:09:01
3,50,111,7.0,Pretty good!,2018-12-01 21:09:01
4,70,24,0.0,Not bad!,2018-12-01 21:09:01
5,101,187,9.0,Pretty good!,2018-12-01 21:09:01
6,110,63,4.0,Pretty good!,2018-12-01 21:09:01
7,151,153,4.0,Pretty good!,2018-12-01 21:09:01
8,157,173,0.0,Pretty good!,2018-12-01 21:09:01
9,163,5,0.0,Pretty good!,2018-12-01 21:08:13
10,216,106,8.0,Pretty good!,2018-12-01 21:09:01
11,223,116,3.0,Not bad!,2018-12-01 21:09:01
12,231,58,9.0,Pretty good!,2018-12-01 21:09:01
13,235,142,9.0,Pretty good!,2018-12-01 21:09:01
14,260,134,7.0,Pretty good!,2018-12-01 21:09:01
15,296,42,1.0,Not bad!,2018-12-01 21:08:13
16,316,7,2.0,Not bad!,2018-12-01 21:09:01
17,333,108,8.0,Pretty good!,2018-12-01 21:09:01
18,349,119,6.0,Pretty good!,2018-12-01 21:09:01
19,356,68,6.0,Pretty good!,2018-12-01 21:09:01
20,362,183,3.0,Pretty good!,2018-12-01 21:09:01
21,367,112,6.0,Pretty good!,2018-12-01 21:09:01
22,423,7,1.0,Not bad!,2018-12-01 21:09:01
23,441,101,0.0,Pretty good!,2018-12-01 21:09:01
24,457,81,7.0,Pretty good!,2018-12-01 21:09:01
25,480,101,7.0,Pretty good!,2018-12-01 21:09:01
26,500,63,2.0,Not bad!,2018-12-01 21:09:01
27,527,8,8.0,Pretty good!,2018-12-01 21:09:01
28,543,50,7.0,Pretty good!,2018-12-01 21:09:01
29,552,26,3.0,Pretty good!,2018-12-01 21:08:13
30,553,180,1.0,Pretty good!,2018-12-01 21:09:01
31,590,22,8.0,Pretty good!,2018-12-01 21:09:01
32,592,166,5.0,Pretty good!,2018-12-01 21:09:01
33,593,165,5.0,Pretty good!,2018-12-01 21:09:01
34,596,125,7.0,Pretty good!,2018-12-01 21:09:01
35,608,131,3.0,Pretty good!,2018-12-01 21:09:01
36,648,76,2.0,Not bad!,2018-12-01 21:09:01
37,661,187,3.0,Pretty good!,2018-12-01 21:09:01
38,673,106,7.0,Not bad!,2018-12-01 21:09:01
39,733,167,9.0,Pretty good!,2018-12-01 21:09:01
40,736,117,4.0,Not bad!,2018-12-01 21:09:01
41,780,82,4.0,Not bad!,2018-12-01 21:09:01
42,804,58,7.0,Pretty good!,2018-12-01 21:09:01
43,919,45,3.0,Pretty good!,2018-12-01 21:08:13
44,923,49,7.0,Pretty good!,2018-12-01 21:09:01
45,940,110,7.0,Pretty good!,2018-12-01 21:09:01
46,943,3,4.0,Pretty good!,2018-12-01 21:09:01
47,954,82,0.0,Pretty good!,2018-12-01 21:08:13
48,1009,200,0.0,Not bad!,2018-12-01 21:09:01
49,1023,152,8.0,Pretty good!,2018-12-01 21:09:01
50,1024,159,3.0,Pretty good!,2018-12-01 21:09:01
51,1025,140,9.0,Pretty good!,2018-12-01 21:09:01
52,1029,20,7.0,Pretty good!,2018-12-01 21:09:01
53,1030,78,7.0,Not bad!,2018-12-01 21:09:01
54,1031,132,7.0,Pretty good!,2018-12-01 21:09:01
55,1032,22,2.0,Pretty good!,2018-12-01 21:09:01
56,1042,115,1.0,Pretty good!,2018-12-01 21:09:01
57,1049,109,0.0,Pretty good!,2018-12-01 21:09:01
58,1060,199,5.0,Pretty good!,2018-12-01 21:09:01
59,1073,66,7.0,Pretty good!,2018-12-01 21:09:01
60,1080,132,0.0,Pretty good!,2018-12-01 21:09:01
61,1089,61,0.0,Pretty good!,2018-12-01 21:09:01
62,1090,107,1.0,Pretty good!,2018-12-01 21:09:01
63,1092,153,4.0,Pretty good!,2018-12-01 21:08:13
64,1097,44,9.0,Pretty good!,2018-12-01 21:09:01
65,1127,157,1.0,Pretty good!,2018-12-01 21:09:01
66,1136,54,0.0,Pretty good!,2018-12-01 21:09:01
67,1196,198,6.0,Pretty good!,2018-12-01 21:09:01
68,1197,26,1.0,Pretty good!,2018-12-01 21:09:01
69,1198,136,8.0,Pretty good!,2018-12-01 21:09:01
70,1206,2,8.0,Pretty good!,2018-12-01 21:09:01
71,1208,199,7.0,Pretty good!,2018-12-01 21:09:01
72,1210,190,9.0,Pretty good!,2018-12-01 21:09:01
73,1213,151,7.0,Pretty good!,2018-12-01 21:09:01
74,1214,185,8.0,Pretty good!,2018-12-01 21:09:01
75,1219,69,8.0,Not bad!,2018-12-01 21:09:01
76,1220,191,8.0,Pretty good!,2018-12-01 21:09:01
77,1222,145,4.0,Pretty good!,2018-12-01 21:09:01
78,1224,151,0.0,Pretty good!,2018-12-01 21:09:01
79,1226,118,5.0,Pretty good!,2018-12-01 21:09:01
80,1240,138,7.0,Pretty good!,2018-12-01 21:09:01
81,1256,136,9.0,Pretty good!,2018-12-01 21:09:01
82,1258,65,7.0,Not bad!,2018-12-01 21:09:01
83,1265,116,6.0,Pretty good!,2018-12-01 21:09:01
84,1270,186,1.0,Pretty good!,2018-12-01 21:09:01
85,1275,177,8.0,Pretty good!,2018-12-01 21:09:01
86,1278,128,7.0,Pretty good!,2018-12-01 21:09:01
87,1282,107,0.0,Pretty good!,2018-12-01 21:09:01
88,1291,151,2.0,Pretty good!,2018-12-01 21:09:01
89,1298,33,1.0,Pretty good!,2018-12-01 21:09:01
90,1348,112,7.0,Pretty good!,2018-12-01 21:09:01
91,1377,59,4.0,Not bad!,2018-12-01 21:09:01
92,1396,158,8.0,Not bad!,2018-12-01 21:09:01
93,1408,11,1.0,Not bad!,2018-12-01 21:08:13
94,1445,183,9.0,Not bad!,2018-12-01 21:09:01
95,1473,77,3.0,Pretty good!,2018-12-01 21:09:01
96,1500,38,9.0,Pretty good!,2018-12-01 21:09:01
97,1517,159,7.0,Pretty good!,2018-12-01 21:09:01
98,1552,77,9.0,Pretty good!,2018-12-01 21:09:01
99,1573,109,3.0,Pretty good!,2018-12-01 21:08:13
100,1580,112,1.0,Not bad!,2018-12-01 21:09:01
101,1587,32,5.0,Pretty good!,2018-12-01 21:09:01
102,1617,23,2.0,Pretty good!,2018-12-01 21:09:01
103,1620,20,6.0,Pretty good!,2018-12-01 21:09:01
104,1625,28,3.0,Pretty good!,2018-12-01 21:08:13
105,1644,78,0.0,Not bad!,2018-12-01 21:09:01
106,1676,105,0.0,Not bad!,2018-12-01 21:09:01
107,1732,92,0.0,Pretty good!,2018-12-01 21:09:01
108,1777,144,0.0,Pretty good!,2018-12-01 21:09:01
109,1793,43,3.0,Pretty good!,2018-12-01 21:09:01
110,1804,182,4.0,Pretty good!,2018-12-01 21:09:01
111,1805,179,3.0,Pretty good!,2018-12-01 21:09:01
112,1920,147,2.0,Pretty good!,2018-12-01 21:09:01
113,1927,199,0.0,Pretty good!,2018-12-01 21:08:13
114,1954,150,8.0,Pretty good!,2018-12-01 21:09:01
115,1967,155,8.0,Pretty good!,2018-12-01 21:09:01
116,2000,121,9.0,Pretty good!,2018-12-01 21:09:01
117,2005,141,9.0,Pretty good!,2018-12-01 21:09:01
118,2012,139,0.0,Pretty good!,2018-12-01 21:08:13
119,2018,72,5.0,Pretty good!,2018-12-01 21:09:01
120,2028,141,5.0,Pretty good!,2018-12-01 21:09:01
121,2033,89,9.0,Pretty good!,2018-12-01 21:09:01
122,2046,20,2.0,Pretty good!,2018-12-01 21:09:01
123,2048,34,4.0,Pretty good!,2018-12-01 21:08:13
124,2054,109,6.0,Pretty good!,2018-12-01 21:09:01
125,2058,42,5.0,Pretty good!,2018-12-01 21:09:01
126,2078,82,9.0,Pretty good!,2018-12-01 21:09:01
127,2090,85,0.0,Pretty good!,2018-12-01 21:09:01
128,2093,175,5.0,Not bad!,2018-12-01 21:09:01
129,2094,22,5.0,Pretty good!,2018-12-01 21:09:01
130,2096,183,8.0,Pretty good!,2018-12-01 21:09:01
131,2099,46,8.0,Pretty good!,2018-12-01 21:09:01
132,2105,83,6.0,Pretty good!,2018-12-01 21:09:01
133,2115,73,7.0,Pretty good!,2018-12-01 21:09:01
134,2116,118,8.0,Pretty good!,2018-12-01 21:09:01
135,2137,169,8.0,Pretty good!,2018-12-01 21:09:01
136,2139,90,6.0,Pretty good!,2018-12-01 21:09:01
137,2141,143,7.0,Pretty good!,2018-12-01 21:09:01
